date,markets_name,total_sales
2018-07-26,Mumbai,240
2018-07-26,Nagpur,627
2018-07-27,Ahmedabad,627
2018-07-27,Bhopal,87
2018-07-27,"Delhi NCR",2521
2018-07-27,Hyderabad,65
2018-07-27,Kanpur,74
2018-07-27,Kochi,176
2018-07-27,Mumbai,391
2018-07-27,Nagpur,494
2018-07-27,Surat,241
2018-07-28,Ahmedabad,9
2018-07-30,Ahmedabad,288
2018-07-30,Bhopal,15
2018-07-30,Chennai,408
2018-07-30,"Delhi NCR",1251
2018-07-30,Hyderabad,29
2018-07-30,Kochi,1017
2018-07-30,Mumbai,256
2018-07-30,Nagpur,144
2018-07-30,Patna,43
2018-07-31,Ahmedabad,172
2018-07-31,Bhopal,90
2018-07-31,"Delhi NCR",982
2018-07-31,Hyderabad,49
2018-07-31,Kanpur,11
2018-07-31,Kochi,90
2018-07-31,Mumbai,97
2018-07-31,Nagpur,347
2018-08-01,Ahmedabad,162
2018-08-01,Bhopal,90
2018-08-01,"Delhi NCR",1311
2018-08-01,Hyderabad,563
2018-08-01,Kanpur,53
2018-08-01,Kochi,84
2018-08-01,Mumbai,331
2018-08-01,Nagpur,510
2018-08-01,Patna,5
2018-08-01,Surat,228
2018-08-02,Ahmedabad,532
2018-08-02,Bhopal,59
2018-08-02,"Delhi NCR",604
2018-08-02,Hyderabad,22
2018-08-02,Kanpur,37
2018-08-02,Kochi,2336
2018-08-02,Mumbai,753
2018-08-02,Nagpur,255
2018-08-03,Ahmedabad,113
2018-08-03,Bhopal,79
2018-08-03,"Delhi NCR",3382
2018-08-03,Hyderabad,66
2018-08-03,Kanpur,37
2018-08-03,Kochi,237
2018-08-03,Mumbai,690
2018-08-03,Nagpur,1133
2018-08-04,"Delhi NCR",14
2018-08-04,Nagpur,30
2018-08-05,"Delhi NCR",5
2018-08-05,Nagpur,136
2018-08-06,Ahmedabad,103
2018-08-06,Bengaluru,2
2018-08-06,Bhopal,1
2018-08-06,Chennai,360
2018-08-06,"Delhi NCR",1831
2018-08-06,Hyderabad,9
2018-08-06,Kanpur,16
2018-08-06,Kochi,48
2018-08-06,Mumbai,191
2018-08-06,Nagpur,668
2018-08-07,Ahmedabad,94
2018-08-07,Bhopal,120
2018-08-07,"Delhi NCR",2352
2018-08-07,Hyderabad,1
2018-08-07,Kochi,49
2018-08-07,Mumbai,166
2018-08-07,Nagpur,961
2018-08-08,Ahmedabad,606
2018-08-08,Bhopal,72
2018-08-08,Chennai,18
2018-08-08,"Delhi NCR",893
2018-08-08,Hyderabad,17
2018-08-08,Kanpur,90
2018-08-08,Kochi,128
2018-08-08,Mumbai,286
2018-08-08,Nagpur,1120
2018-08-08,Patna,12
2018-08-08,Surat,125
2018-08-09,Ahmedabad,613
2018-08-09,Bhopal,168
2018-08-09,"Delhi NCR",2263
2018-08-09,Hyderabad,18
2018-08-09,Kochi,86
2018-08-09,Mumbai,109
2018-08-09,Nagpur,618
2018-08-09,Patna,3
2018-08-10,Ahmedabad,371
2018-08-10,Bhopal,137
2018-08-10,"Delhi NCR",916
2018-08-10,Hyderabad,92
2018-08-10,Kanpur,47
2018-08-10,Kochi,191
2018-08-10,Mumbai,2695
2018-08-10,Nagpur,582
2018-08-13,Ahmedabad,295
2018-08-13,Bhopal,211
2018-08-13,"Delhi NCR",2076
2018-08-13,Hyderabad,51
2018-08-13,Kochi,22
2018-08-13,Mumbai,249
2018-08-13,Nagpur,119
2018-08-14,Ahmedabad,182
2018-08-14,Bhopal,122
2018-08-14,"Delhi NCR",2217
2018-08-14,Hyderabad,6
2018-08-14,Kochi,362
2018-08-14,Mumbai,2561
2018-08-14,Nagpur,259
2018-08-14,Patna,126
2018-08-15,Ahmedabad,5
2018-08-15,Chennai,958
2018-08-15,"Delhi NCR",1759
2018-08-15,Kanpur,10
2018-08-15,Mumbai,301
2018-08-15,Nagpur,1
2018-08-15,Patna,7
2018-08-16,Ahmedabad,494
2018-08-16,Bhopal,114
2018-08-16,"Delhi NCR",1037
2018-08-16,Hyderabad,16
2018-08-16,Kanpur,27
2018-08-16,Kochi,769
2018-08-16,Mumbai,77
2018-08-16,Nagpur,185
2018-08-16,Surat,175
2018-08-17,Ahmedabad,261
2018-08-17,Bhopal,640
2018-08-17,"Delhi NCR",2082
2018-08-17,Hyderabad,1622
2018-08-17,Kanpur,45
2018-08-17,Kochi,176
2018-08-17,Mumbai,768
2018-08-17,Nagpur,25
2018-08-17,Patna,7
2018-08-20,Ahmedabad,137
2018-08-20,Bhopal,74
2018-08-20,"Delhi NCR",1917
2018-08-20,Hyderabad,12
2018-08-20,Kanpur,6
2018-08-20,Kochi,2632
2018-08-20,Mumbai,306
2018-08-20,Nagpur,1227
2018-08-21,Ahmedabad,164
2018-08-21,Bhopal,83
2018-08-21,Chennai,245
2018-08-21,"Delhi NCR",2489
2018-08-21,Hyderabad,2
2018-08-21,Kochi,39
2018-08-21,Mumbai,242
2018-08-21,Nagpur,219
2018-08-21,Patna,40
2018-08-22,Ahmedabad,156
2018-08-22,Bhopal,109
2018-08-22,"Delhi NCR",1220
2018-08-22,Hyderabad,6
2018-08-22,Kanpur,42
2018-08-22,Kochi,216
2018-08-22,Mumbai,161
2018-08-22,Nagpur,194
2018-08-22,Patna,12
2018-08-23,Ahmedabad,373
2018-08-23,Bhopal,33
2018-08-23,Chennai,394
2018-08-23,"Delhi NCR",1836
2018-08-23,Hyderabad,25
2018-08-23,Kochi,365
2018-08-23,Lucknow,180
2018-08-23,Mumbai,849
2018-08-23,Nagpur,100
2018-08-23,Surat,226
2018-08-24,Ahmedabad,192
2018-08-24,Bhopal,131
2018-08-24,"Delhi NCR",1107
2018-08-24,Hyderabad,36
2018-08-24,Kanpur,41
2018-08-24,Kochi,46
2018-08-24,Mumbai,595
2018-08-24,Nagpur,96
2018-08-27,Ahmedabad,146
2018-08-27,Bhopal,854
2018-08-27,"Delhi NCR",2173
2018-08-27,Hyderabad,4
2018-08-27,Kochi,44
2018-08-27,Mumbai,1
2018-08-27,Nagpur,337
2018-08-28,Ahmedabad,71
2018-08-28,Bhopal,130
2018-08-28,Chennai,40
2018-08-28,"Delhi NCR",1311
2018-08-28,Hyderabad,105
2018-08-28,Kochi,63
2018-08-28,Mumbai,463
2018-08-28,Nagpur,668
2018-08-28,Patna,13
2018-08-28,Surat,182
2018-08-29,Ahmedabad,221
2018-08-29,Bhopal,63
2018-08-29,"Delhi NCR",1661
2018-08-29,Hyderabad,17
2018-08-29,Kanpur,69
2018-08-29,Kochi,130
2018-08-29,Mumbai,479
2018-08-29,Nagpur,561
2018-08-30,Ahmedabad,455
2018-08-30,Bhopal,116
2018-08-30,"Delhi NCR",1083
2018-08-30,Hyderabad,88
2018-08-30,Kanpur,6
2018-08-30,Kochi,158
2018-08-30,Lucknow,2667
2018-08-30,Mumbai,762
2018-08-30,Nagpur,213
2018-08-31,Ahmedabad,100
2018-08-31,Bhopal,57
2018-08-31,Chennai,94
2018-08-31,"Delhi NCR",1905
2018-08-31,Hyderabad,838
2018-08-31,Kanpur,33
2018-08-31,Kochi,45
2018-08-31,Mumbai,334
2018-08-31,Nagpur,624
2018-09-01,Nagpur,12
2018-09-03,Ahmedabad,123
2018-09-03,Bhopal,48
2018-09-03,"Delhi NCR",622
2018-09-03,Hyderabad,3
2018-09-03,Kochi,59
2018-09-03,Mumbai,871
2018-09-03,Nagpur,176
2018-09-03,Patna,36
2018-09-03,Surat,107
2018-09-04,Ahmedabad,85
2018-09-04,Bhopal,83
2018-09-04,"Delhi NCR",1419
2018-09-04,Hyderabad,5
2018-09-04,Kanpur,71
2018-09-04,Kochi,204
2018-09-04,Mumbai,822
2018-09-04,Nagpur,164
2018-09-05,Ahmedabad,387
2018-09-05,Bengaluru,13
2018-09-05,Bhopal,69
2018-09-05,Chennai,28
2018-09-05,"Delhi NCR",2249
2018-09-05,Hyderabad,4
2018-09-05,Kochi,983
2018-09-05,Mumbai,141
2018-09-05,Nagpur,316
2018-09-06,Ahmedabad,1639
2018-09-06,Bhopal,42
2018-09-06,"Delhi NCR",1456
2018-09-06,Hyderabad,45
2018-09-06,Kanpur,11
2018-09-06,Kochi,63
2018-09-06,Mumbai,366
2018-09-06,Nagpur,451
2018-09-07,Ahmedabad,291
2018-09-07,Bhopal,134
2018-09-07,"Delhi NCR",847
2018-09-07,Hyderabad,87
2018-09-07,Kanpur,29
2018-09-07,Kochi,35
2018-09-07,Mumbai,160
2018-09-07,Nagpur,572
2018-09-09,Nagpur,29
2018-09-10,Ahmedabad,37
2018-09-10,Bhopal,4
2018-09-10,Chennai,637
2018-09-10,"Delhi NCR",2468
2018-09-10,Hyderabad,11
2018-09-10,Kanpur,7
2018-09-10,Kochi,94
2018-09-10,Mumbai,554
2018-09-10,Nagpur,642
2018-09-11,Ahmedabad,51
2018-09-11,Bhopal,175
2018-09-11,Chennai,253
2018-09-11,"Delhi NCR",1350
2018-09-11,Hyderabad,779
2018-09-11,Kochi,102
2018-09-11,Mumbai,66
2018-09-11,Nagpur,246
2018-09-11,Surat,142
2018-09-12,Ahmedabad,240
2018-09-12,Bhopal,193
2018-09-12,Chennai,312
2018-09-12,"Delhi NCR",2623
2018-09-12,Hyderabad,119
2018-09-12,Kanpur,71
2018-09-12,Kochi,59
2018-09-12,Mumbai,181
2018-09-12,Nagpur,443
2018-09-13,Ahmedabad,438
2018-09-13,Bhopal,104
2018-09-13,"Delhi NCR",655
2018-09-13,Hyderabad,20
2018-09-13,Kanpur,22
2018-09-13,Kochi,120
2018-09-13,Mumbai,1102
2018-09-13,Nagpur,266
2018-09-14,Ahmedabad,406
2018-09-14,Bhopal,138
2018-09-14,"Delhi NCR",1932
2018-09-14,Hyderabad,1
2018-09-14,Kanpur,39
2018-09-14,Kochi,475
2018-09-14,Mumbai,116
2018-09-14,Nagpur,467
2018-09-14,Patna,1
2018-09-17,Ahmedabad,86
2018-09-17,Bhopal,72
2018-09-17,"Delhi NCR",759
2018-09-17,Hyderabad,18
2018-09-17,Kanpur,21
2018-09-17,Kochi,80
2018-09-17,Mumbai,105
2018-09-17,Nagpur,77
2018-09-17,Surat,316
2018-09-18,Ahmedabad,67
2018-09-18,Bhopal,116
2018-09-18,"Delhi NCR",1843
2018-09-18,Hyderabad,1201
2018-09-18,Kochi,335
2018-09-18,Mumbai,193
2018-09-18,Nagpur,391
2018-09-18,Patna,1
2018-09-19,Ahmedabad,531
2018-09-19,Bhopal,25
2018-09-19,Chennai,143
2018-09-19,"Delhi NCR",933
2018-09-19,Hyderabad,1
2018-09-19,Kanpur,60
2018-09-19,Kochi,43
2018-09-19,Mumbai,129
2018-09-19,Nagpur,217
2018-09-20,Ahmedabad,225
2018-09-20,Bhopal,158
2018-09-20,"Delhi NCR",1379
2018-09-20,Hyderabad,73
2018-09-20,Kanpur,15
2018-09-20,Kochi,114
2018-09-20,Mumbai,38
2018-09-20,Nagpur,238
2018-09-21,Ahmedabad,288
2018-09-21,Bhopal,872
2018-09-21,Bhubaneshwar,294
2018-09-21,"Delhi NCR",799
2018-09-21,Hyderabad,21
2018-09-21,Kanpur,47
2018-09-21,Kochi,82
2018-09-21,Mumbai,366
2018-09-21,Nagpur,333
2018-09-22,Ahmedabad,8
2018-09-22,Nagpur,73
2018-09-24,Ahmedabad,217
2018-09-24,Bhopal,60
2018-09-24,Chennai,80
2018-09-24,"Delhi NCR",2340
2018-09-24,Hyderabad,8
2018-09-24,Kochi,35
2018-09-24,Mumbai,547
2018-09-24,Nagpur,140
2018-09-25,Ahmedabad,239
2018-09-25,Bhopal,114
2018-09-25,"Delhi NCR",1323
2018-09-25,Hyderabad,8
2018-09-25,Kochi,130
2018-09-25,Mumbai,376
2018-09-25,Nagpur,316
2018-09-25,Surat,258
2018-09-26,Ahmedabad,326
2018-09-26,Bhopal,90
2018-09-26,"Delhi NCR",2274
2018-09-26,Hyderabad,1
2018-09-26,Kanpur,43
2018-09-26,Kochi,269
2018-09-26,Lucknow,23
2018-09-26,Mumbai,2851
2018-09-26,Nagpur,169
2018-09-26,Patna,1
2018-09-27,Ahmedabad,438
2018-09-27,Bhopal,1851
2018-09-27,"Delhi NCR",1503
2018-09-27,Hyderabad,704
2018-09-27,Kanpur,54
2018-09-27,Kochi,110
2018-09-27,Mumbai,440
2018-09-27,Nagpur,340
2018-09-28,Ahmedabad,213
2018-09-28,Bhopal,52
2018-09-28,Chennai,673
2018-09-28,"Delhi NCR",957
2018-09-28,Hyderabad,203
2018-09-28,Kanpur,33
2018-09-28,Kochi,83
2018-09-28,Mumbai,458
2018-09-28,Nagpur,241
2018-09-28,Patna,23
2018-09-29,Kochi,67
2018-10-01,Ahmedabad,687
2018-10-01,Bhopal,13
2018-10-01,"Delhi NCR",332
2018-10-01,Kochi,177
2018-10-01,Mumbai,251
2018-10-01,Nagpur,341
2018-10-01,Patna,3
2018-10-02,Ahmedabad,326
2018-10-02,Bhopal,80
2018-10-02,"Delhi NCR",1023
2018-10-02,Hyderabad,4
2018-10-02,Kochi,276
2018-10-02,Mumbai,1016
2018-10-02,Nagpur,658
2018-10-02,Surat,173
2018-10-03,Ahmedabad,89
2018-10-03,Bhopal,106
2018-10-03,"Delhi NCR",14
2018-10-03,Hyderabad,2
2018-10-03,Kanpur,10
2018-10-03,Kochi,691
2018-10-03,Mumbai,107
2018-10-03,Nagpur,762
2018-10-03,Patna,2
2018-10-04,Ahmedabad,127
2018-10-04,Bhopal,81
2018-10-04,"Delhi NCR",2065
2018-10-04,Hyderabad,12
2018-10-04,Kanpur,24
2018-10-04,Kochi,670
2018-10-04,Mumbai,1186
2018-10-04,Nagpur,966
2018-10-04,Patna,6
2018-10-05,Ahmedabad,388
2018-10-05,Bhopal,57
2018-10-05,"Delhi NCR",1356
2018-10-05,Hyderabad,48
2018-10-05,Kanpur,23
2018-10-05,Kochi,155
2018-10-05,Mumbai,186
2018-10-05,Nagpur,965
2018-10-06,"Delhi NCR",19
2018-10-08,Ahmedabad,47
2018-10-08,Bhopal,31
2018-10-08,"Delhi NCR",1170
2018-10-08,Hyderabad,4
2018-10-08,Kanpur,9
2018-10-08,Mumbai,391
2018-10-08,Nagpur,137
2018-10-09,Ahmedabad,59
2018-10-09,Bengaluru,75
2018-10-09,Bhopal,283
2018-10-09,"Delhi NCR",996
2018-10-09,Hyderabad,14
2018-10-09,Kanpur,2
2018-10-09,Kochi,79
2018-10-09,Mumbai,275
2018-10-09,Nagpur,174
2018-10-09,Surat,124
2018-10-10,Ahmedabad,113
2018-10-10,Bhopal,93
2018-10-10,Chennai,275
2018-10-10,"Delhi NCR",1263
2018-10-10,Hyderabad,681
2018-10-10,Kanpur,19
2018-10-10,Kochi,11
2018-10-10,Mumbai,204
2018-10-10,Nagpur,164
2018-10-11,Ahmedabad,376
2018-10-11,Bhopal,89
2018-10-11,Chennai,67
2018-10-11,"Delhi NCR",1461
2018-10-11,Hyderabad,7
2018-10-11,Kanpur,19
2018-10-11,Kochi,280
2018-10-11,Mumbai,261
2018-10-11,Nagpur,251
2018-10-12,Ahmedabad,120
2018-10-12,"Delhi NCR",791
2018-10-12,Hyderabad,3106
2018-10-12,Kanpur,42
2018-10-12,Kochi,48
2018-10-12,Mumbai,771
2018-10-12,Nagpur,162
2018-10-15,Ahmedabad,103
2018-10-15,Bhopal,201
2018-10-15,"Delhi NCR",290
2018-10-15,Hyderabad,9
2018-10-15,Kochi,68
2018-10-15,Mumbai,449
2018-10-15,Nagpur,245
2018-10-15,Surat,289
2018-10-16,Ahmedabad,177
2018-10-16,Bhopal,100
2018-10-16,"Delhi NCR",1968
2018-10-16,Hyderabad,2
2018-10-16,Kanpur,9
2018-10-16,Kochi,88
2018-10-16,Mumbai,154
2018-10-16,Nagpur,116
2018-10-17,Ahmedabad,173
2018-10-17,Bhopal,48
2018-10-17,"Delhi NCR",2345
2018-10-17,Hyderabad,24
2018-10-17,Kanpur,79
2018-10-17,Kochi,51
2018-10-17,Mumbai,285
2018-10-17,Nagpur,388
2018-10-17,Patna,3
2018-10-18,Ahmedabad,130
2018-10-18,Bhopal,113
2018-10-18,"Delhi NCR",999
2018-10-18,Hyderabad,63
2018-10-18,Kochi,379
2018-10-18,Mumbai,411
2018-10-18,Nagpur,174
2018-10-19,Ahmedabad,370
2018-10-19,Bhopal,51
2018-10-19,"Delhi NCR",6485
2018-10-19,Hyderabad,667
2018-10-19,Kanpur,37
2018-10-19,Kochi,189
2018-10-19,Mumbai,162
2018-10-19,Nagpur,594
2018-10-22,Ahmedabad,107
2018-10-22,Chennai,93
2018-10-22,"Delhi NCR",1245
2018-10-22,Hyderabad,34
2018-10-22,Kochi,158
2018-10-22,Mumbai,120
2018-10-22,Nagpur,280
2018-10-22,Patna,32
2018-10-23,Ahmedabad,53
2018-10-23,Bhopal,94
2018-10-23,"Delhi NCR",1643
2018-10-23,Hyderabad,1
2018-10-23,Kochi,71
2018-10-23,Mumbai,1042
2018-10-23,Nagpur,448
2018-10-24,Ahmedabad,383
2018-10-24,Bhopal,75
2018-10-24,"Delhi NCR",1130
2018-10-24,Hyderabad,14
2018-10-24,Kanpur,28
2018-10-24,Kochi,98
2018-10-24,Mumbai,146
2018-10-24,Nagpur,380
2018-10-24,Patna,1
2018-10-25,Ahmedabad,117
2018-10-25,Bhopal,64
2018-10-25,"Delhi NCR",743
2018-10-25,Hyderabad,16
2018-10-25,Kanpur,23
2018-10-25,Kochi,63
2018-10-25,Mumbai,251
2018-10-25,Nagpur,409
2018-10-25,Surat,2
2018-10-26,Ahmedabad,379
2018-10-26,Bhopal,114
2018-10-26,"Delhi NCR",1306
2018-10-26,Hyderabad,6
2018-10-26,Kochi,72
2018-10-26,Lucknow,177
2018-10-26,Mumbai,437
2018-10-26,Nagpur,371
2018-10-27,Ahmedabad,4
2018-10-29,Ahmedabad,129
2018-10-29,Bhopal,27
2018-10-29,"Delhi NCR",1008
2018-10-29,Hyderabad,52
2018-10-29,Kanpur,9
2018-10-29,Kochi,75
2018-10-29,Mumbai,812
2018-10-29,Nagpur,1464
2018-10-29,Patna,23
2018-10-30,Ahmedabad,344
2018-10-30,Bhopal,149
2018-10-30,"Delhi NCR",820
2018-10-30,Hyderabad,36
2018-10-30,Kochi,210
2018-10-30,Mumbai,381
2018-10-30,Nagpur,129
2018-10-30,Surat,226
2018-10-31,Ahmedabad,828
2018-10-31,Bhopal,158
2018-10-31,Chennai,528
2018-10-31,"Delhi NCR",1795
2018-10-31,Hyderabad,23
2018-10-31,Kanpur,28
2018-10-31,Kochi,1770
2018-10-31,Mumbai,2971
2018-10-31,Nagpur,472
2018-10-31,Patna,1
2018-11-01,"Delhi NCR",779
2018-11-01,Kochi,82
2018-11-01,Mumbai,102
2018-11-02,Ahmedabad,419
2018-11-02,Bhopal,106
2018-11-02,"Delhi NCR",721
2018-11-02,Hyderabad,35
2018-11-02,Kanpur,23
2018-11-02,Kochi,328
2018-11-02,Mumbai,75
2018-11-02,Nagpur,179
2018-11-02,Patna,9
2018-11-05,Ahmedabad,183
2018-11-05,Bhopal,3
2018-11-05,Bhubaneshwar,77
2018-11-05,"Delhi NCR",1555
2018-11-05,Hyderabad,33
2018-11-05,Kochi,62
2018-11-05,Mumbai,438
2018-11-05,Nagpur,272
2018-11-05,Patna,47
2018-11-06,Ahmedabad,171
2018-11-06,Bhopal,71
2018-11-06,"Delhi NCR",975
2018-11-06,Hyderabad,1
2018-11-06,Kanpur,23
2018-11-06,Kochi,14
2018-11-06,Mumbai,1190
2018-11-06,Nagpur,185
2018-11-06,Surat,229
2018-11-07,Ahmedabad,272
2018-11-07,Bhopal,84
2018-11-07,"Delhi NCR",1249
2018-11-07,Hyderabad,2345
2018-11-07,Kochi,73
2018-11-07,Mumbai,644
2018-11-07,Nagpur,393
2018-11-07,Patna,2
2018-11-08,Ahmedabad,800
2018-11-08,Bhopal,60
2018-11-08,Chennai,1233
2018-11-08,"Delhi NCR",401
2018-11-08,Hyderabad,35
2018-11-08,Kochi,168
2018-11-08,Mumbai,1860
2018-11-08,Nagpur,1260
2018-11-09,Ahmedabad,114
2018-11-09,Bhopal,69
2018-11-09,"Delhi NCR",1534
2018-11-09,Hyderabad,154
2018-11-09,Kanpur,57
2018-11-09,Kochi,41
2018-11-09,Lucknow,4043
2018-11-09,Mumbai,106
2018-11-09,Nagpur,383
2018-11-09,Patna,1
2018-11-12,Ahmedabad,79
2018-11-12,"Delhi NCR",803
2018-11-12,Kochi,274
2018-11-12,Mumbai,302
2018-11-12,Nagpur,277
2018-11-13,Ahmedabad,87
2018-11-13,Bhopal,131
2018-11-13,"Delhi NCR",2852
2018-11-13,Kochi,406
2018-11-13,Mumbai,289
2018-11-13,Nagpur,123
2018-11-13,Patna,1
2018-11-13,Surat,99
2018-11-14,Ahmedabad,128
2018-11-14,Bhopal,122
2018-11-14,Chennai,120
2018-11-14,"Delhi NCR",1421
2018-11-14,Hyderabad,1
2018-11-14,Kanpur,61
2018-11-14,Kochi,13
2018-11-14,Mumbai,602
2018-11-14,Nagpur,157
2018-11-14,Patna,3
2018-11-15,Ahmedabad,1008
2018-11-15,Bhopal,3
2018-11-15,Chennai,337
2018-11-15,"Delhi NCR",1123
2018-11-15,Hyderabad,19
2018-11-15,Kanpur,58
2018-11-15,Kochi,412
2018-11-15,Mumbai,141
2018-11-15,Nagpur,200
2018-11-16,Ahmedabad,428
2018-11-16,Bhopal,68
2018-11-16,"Delhi NCR",1759
2018-11-16,Hyderabad,29
2018-11-16,Kanpur,48
2018-11-16,Kochi,219
2018-11-16,Mumbai,649
2018-11-16,Nagpur,426
2018-11-17,"Delhi NCR",1
2018-11-18,Mumbai,7
2018-11-19,Ahmedabad,156
2018-11-19,Bhopal,4
2018-11-19,"Delhi NCR",1605
2018-11-19,Hyderabad,134
2018-11-19,Kochi,329
2018-11-19,Mumbai,207
2018-11-19,Nagpur,378
2018-11-20,Ahmedabad,116
2018-11-20,Bhopal,1013
2018-11-20,"Delhi NCR",1854
2018-11-20,Hyderabad,2001
2018-11-20,Kochi,29
2018-11-20,Mumbai,706
2018-11-20,Nagpur,134
2018-11-20,Patna,23
2018-11-21,Ahmedabad,216
2018-11-21,Bhopal,107
2018-11-21,"Delhi NCR",1755
2018-11-21,Hyderabad,56
2018-11-21,Kanpur,53
2018-11-21,Kochi,1753
2018-11-21,Mumbai,226
2018-11-21,Nagpur,170
2018-11-21,Surat,90
2018-11-22,Ahmedabad,331
2018-11-22,Bhopal,17
2018-11-22,"Delhi NCR",344
2018-11-22,Hyderabad,44
2018-11-22,Kanpur,24
2018-11-22,Kochi,48
2018-11-22,Mumbai,329
2018-11-22,Nagpur,152
2018-11-22,Patna,1
2018-11-23,Ahmedabad,281
2018-11-23,Bhopal,110
2018-11-23,"Delhi NCR",2497
2018-11-23,Kanpur,40
2018-11-23,Kochi,455
2018-11-23,Mumbai,135
2018-11-23,Nagpur,1842
2018-11-26,Ahmedabad,73
2018-11-26,Bhopal,74
2018-11-26,"Delhi NCR",728
2018-11-26,Hyderabad,22
2018-11-26,Kochi,28
2018-11-26,Mumbai,381
2018-11-26,Nagpur,339
2018-11-26,Patna,23
2018-11-27,Ahmedabad,202
2018-11-27,Bhopal,112
2018-11-27,"Delhi NCR",1398
2018-11-27,Hyderabad,26
2018-11-27,Kochi,199
2018-11-27,Mumbai,539
2018-11-27,Nagpur,148
2018-11-27,Patna,8
2018-11-27,Surat,19
2018-11-28,Ahmedabad,231
2018-11-28,Bhopal,69
2018-11-28,"Delhi NCR",740
2018-11-28,Hyderabad,37
2018-11-28,Kanpur,68
2018-11-28,Kochi,122
2018-11-28,Mumbai,207
2018-11-28,Nagpur,315
2018-11-28,Patna,1
2018-11-29,Ahmedabad,289
2018-11-29,Bhopal,196
2018-11-29,Chennai,20
2018-11-29,"Delhi NCR",1700
2018-11-29,Hyderabad,17
2018-11-29,Kochi,30
2018-11-29,Mumbai,716
2018-11-29,Nagpur,109
2018-11-30,Ahmedabad,340
2018-11-30,Bhopal,518
2018-11-30,Chennai,487
2018-11-30,"Delhi NCR",2211
2018-11-30,Hyderabad,46
2018-11-30,Kanpur,46
2018-11-30,Kochi,388
2018-11-30,Mumbai,13
2018-11-30,Nagpur,626
2018-12-01,Ahmedabad,4
2018-12-03,Ahmedabad,74
2018-12-03,Bhopal,3
2018-12-03,"Delhi NCR",1788
2018-12-03,Hyderabad,3
2018-12-03,Kochi,108
2018-12-03,Lucknow,4040
2018-12-03,Mumbai,1065
2018-12-03,Nagpur,242
2018-12-04,Ahmedabad,48
2018-12-04,Bhopal,81
2018-12-04,"Delhi NCR",1030
2018-12-04,Hyderabad,2
2018-12-04,Kochi,11
2018-12-04,Mumbai,316
2018-12-04,Nagpur,184
2018-12-05,Ahmedabad,312
2018-12-05,Bhopal,59
2018-12-05,Bhubaneshwar,44
2018-12-05,"Delhi NCR",1302
2018-12-05,Hyderabad,54
2018-12-05,Kanpur,59
2018-12-05,Kochi,372
2018-12-05,Mumbai,337
2018-12-05,Nagpur,281
2018-12-05,Patna,2
2018-12-06,Ahmedabad,303
2018-12-06,Chennai,339
2018-12-06,"Delhi NCR",2693
2018-12-06,Hyderabad,8
2018-12-06,Kochi,170
2018-12-06,Mumbai,608
2018-12-06,Nagpur,166
2018-12-07,Ahmedabad,644
2018-12-07,Bhopal,57
2018-12-07,"Delhi NCR",1940
2018-12-07,Hyderabad,82
2018-12-07,Kanpur,44
2018-12-07,Kochi,106
2018-12-07,Mumbai,553
2018-12-07,Nagpur,822
2018-12-10,Ahmedabad,14
2018-12-10,Bhopal,196
2018-12-10,"Delhi NCR",1070
2018-12-10,Kochi,151
2018-12-10,Mumbai,436
2018-12-10,Nagpur,272
2018-12-10,Patna,22
2018-12-11,Ahmedabad,110
2018-12-11,Bhopal,390
2018-12-11,"Delhi NCR",950
2018-12-11,Hyderabad,1
2018-12-11,Kochi,75
2018-12-11,Mumbai,129
2018-12-11,Nagpur,335
2018-12-11,Surat,417
2018-12-12,Ahmedabad,379
2018-12-12,Bhopal,72
2018-12-12,"Delhi NCR",934
2018-12-12,Hyderabad,55
2018-12-12,Kanpur,50
2018-12-12,Kochi,794
2018-12-12,Mumbai,406
2018-12-12,Nagpur,165
2018-12-12,Patna,5
2018-12-13,Ahmedabad,150
2018-12-13,Bhopal,90
2018-12-13,"Delhi NCR",1034
2018-12-13,Hyderabad,8
2018-12-13,Kochi,257
2018-12-13,Mumbai,492
2018-12-13,Nagpur,157
2018-12-14,Ahmedabad,533
2018-12-14,Bhopal,66
2018-12-14,"Delhi NCR",3520
2018-12-14,Hyderabad,39
2018-12-14,Kanpur,57
2018-12-14,Kochi,428
2018-12-14,Mumbai,5471
2018-12-14,Nagpur,376
2018-12-17,Ahmedabad,125
2018-12-17,Bhopal,68
2018-12-17,Chennai,160
2018-12-17,"Delhi NCR",1309
2018-12-17,Kochi,279
2018-12-17,Mumbai,355
2018-12-17,Nagpur,369
2018-12-17,Patna,23
2018-12-17,Surat,89
2018-12-18,Ahmedabad,142
2018-12-18,Bhopal,80
2018-12-18,Chennai,542
2018-12-18,"Delhi NCR",1345
2018-12-18,Kochi,599
2018-12-18,Mumbai,228
2018-12-18,Nagpur,158
2018-12-18,Patna,20
2018-12-19,Ahmedabad,233
2018-12-19,Bhopal,56
2018-12-19,"Delhi NCR",1918
2018-12-19,Hyderabad,55
2018-12-19,Kanpur,172
2018-12-19,Kochi,92
2018-12-19,Mumbai,644
2018-12-19,Nagpur,328
2018-12-19,Patna,6
2018-12-20,Ahmedabad,451
2018-12-20,Bhopal,87
2018-12-20,"Delhi NCR",1643
2018-12-20,Hyderabad,392
2018-12-20,Kanpur,10
2018-12-20,Kochi,286
2018-12-20,Mumbai,1183
2018-12-20,Nagpur,381
2018-12-21,Ahmedabad,162
2018-12-21,Bhopal,63
